N°,Región,Fecha del mensaje,Hora,Mensaje,Poligono de difusión,Tipo de Mensaje,Evento,Fecha_dt,FechaHora_del_mensaje,Amenaza,Variable_amenaza,Fecha_real,Hora_real
2270,Coquimbo,46224.0,0.396527777777778,"SENAPRED: EVITE QUEBRADAS Y PENDIENTES FUERTES por remoción en masa, comuna de Paihuano",Comuna de Paiguano,Preventivo,Remoción en masa,2026-07-21,2026-07-21 09:31:00,Meteorológica,Remoción en masa,21/07/2026,09:31
2271,Atacama,46224.0,0.414583333333333,"SENAPRED: EVITE sectores Cachiyuyo y Domeyko por activacion de quebradas, comuna Vallenar",Comuna de Vallenar,Preventivo,Inundación,2026-07-21,2026-07-21 09:57:00,Meteorológica,Inundación,21/07/2026,09:57
2272,Atacama,46224.0,0.416666666666667,"SENAPRED: EVACUE sector Nicolasa por desborde de Rio Huasco, comuna de Freirina",Comuna de Freirina,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 10:00:00,Meteorológica,Inundación,21/07/2026,10:00
2273,Atacama,46224.0,0.440277777777778,"SENAPRED: EVACUE sector Tatara por activacion de quebrada Tatara, comuna de Freirina",Comuna de Freirina,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 10:34:00,Meteorológica,Inundación,21/07/2026,10:34
2274,Coquimbo,46224.0,0.450694444444444,"SENAPRED: EVITE sector Tambo Faro por crecida del Rio Choapa, comuna de Salamanca",Comuna de Salamanca,Preventivo,Inundación,2026-07-21,2026-07-21 10:49:00,Meteorológica,Inundación,21/07/2026,10:49
2275,Atacama,46224.0,0.454166666666667,"SENAPRED: EVACUE sector Maitencillo por activación de quebrada Maitencillo, comuna de Freirina",Comuna de Freirina,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 10:54:00,Meteorológica,Inundación,21/07/2026,10:54
2276,Atacama,46224.0,0.455555555555556,"SENAPRED: EVACUE villa Pablo Neruda por desborde de canal Ventana, comuna de Vallenar",Comuna de Vallenar,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 10:56:00,Meteorológica,Inundación,21/07/2026,10:56
2277,Coquimbo,46224.0,0.458333333333333,"SENAPRED: EVITE ribera del Rio Limari por alerta de crecida, comuna de Ovalle",Comuna de Ovalle,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 11:00:00,Meteorológica,Inundación,21/07/2026,11:00
2278,Coquimbo,46224.0,0.463888888888889,"SENAPRED: EVACUE sector pueblo Islon por desborde quebrada Santa Gracia, comuna La Serena",Comuna de La Serena,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 11:08:00,Meteorológica,Inundación,21/07/2026,11:08
2279,Atacama,46224.0,0.471527777777778,"SENAPRED: EVITE sectores rivera del Rio Huasco por crecida, comuna de Huasco",Comuna de Huasco,Preventivo,Inundación,2026-07-21,2026-07-21 11:19:00,Meteorológica,Inundación,21/07/2026,11:19
2280,Atacama,46224.0,0.472916666666667,"SENAPRED: EVITE sectores rivera del Rio Huasco por crecida, comuna de Freirina",Comuna de Freirina,Preventivo,Inundación,2026-07-21,2026-07-21 11:21:00,Meteorológica,Inundación,21/07/2026,11:21
2281,Atacama,46224.0,0.474305555555556,"SENAPRED: EVITE sectores rivera del Rio Huasco por crecida, comuna de Vallenar",Comuna de Vallenar,Preventivo,Inundación,2026-07-21,2026-07-21 11:23:00,Meteorológica,Inundación,21/07/2026,11:23
2282,Atacama,46224.0,0.4875,"SENAPRED: EVACUE sector puente Talca y Matta por crecida del Rio Huasco, comuna de Vallenar",Comuna de Vallenar,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 11:42:00,Meteorológica,Inundación,21/07/2026,11:42
2283,Coquimbo,46224.0,0.490972222222222,"SENAPRED: EVITE sectores Asiento Viejo, Cuzcuz y centro Illapel por crecida Rio Illapel",Comuna de Illapel,Preventivo,Inundación,2026-07-21,2026-07-21 11:47:00,Meteorológica,Inundación,21/07/2026,11:47
2284,Atacama,46224.0,0.494444444444444,"SENAPRED: EVITE sector Totoral por activacion de quebrada, comuna de Copiapo",Comuna de Copiapó,Preventivo,Inundación,2026-07-21,2026-07-21 11:52:00,Meteorológica,Inundación,21/07/2026,11:52
2285,Atacama,46224.0,0.497916666666667,"SENAPRED: EVITE sector Los Loros por activacion qdas Sacramento y Majadita, Tierra Amarilla",Comuna de Tierra Amarilla,Preventivo,Inundación,2026-07-21,2026-07-21 11:57:00,Meteorológica,Inundación,21/07/2026,11:57
2286,Atacama,46224.0,0.527777777777778,"SENAPRED: EVITE sectores Lo Castillo y Los Toyos por activacion qda Lo Castillo, Vallenar",Comuna de Vallenar,Preventivo,Inundación,2026-07-21,2026-07-21 12:40:00,Meteorológica,Inundación,21/07/2026,12:40
2287,Atacama,46224.0,0.536111111111111,"SENAPRED: EVITE sector El Jilguero por crecida del Rio Huasco, comuna de Vallenar",Comuna de Vallenar,Preventivo,Inundación,2026-07-21,2026-07-21 12:52:00,Meteorológica,Inundación,21/07/2026,12:52
2288,Atacama,46224.0,0.547222222222222,"SENAPRED: EVITE sector Quebrada Valparaiso por activacion de quebrada, comuna de Vallenar",Comuna de Vallenar,Preventivo,Inundación,2026-07-21,2026-07-21 13:08:00,Meteorológica,Inundación,21/07/2026,13:08
2289,Coquimbo,46224.0,0.602083333333333,"SENAPRED: EVITE riberas de rios, esteros y quebradas por crecidas. Provincia de Choapa",Provincia de Choapa,Preventivo,Inundación,2026-07-21,2026-07-21 14:27:00,Meteorológica,Inundación,21/07/2026,14:27
2290,Atacama,46224.0,0.615277777777778,"SENAPRED: EVITE sectores Lo Castillo y Los Toyos por activacion qda Lo Castillo, Huasco",Comuna de Huasco,Preventivo,Inundación,2026-07-21,2026-07-21 14:46:00,Meteorológica,Inundación,21/07/2026,14:46
2291,Coquimbo,46224.0,0.665277777777778,"SENAPRED: EVITE riberas de rios, esteros y quebradas por crecidas. Provincia de Choapa",Provincia de Choapa,Preventivo,Inundación,2026-07-21,2026-07-21 15:58:00,Meteorológica,Inundación,21/07/2026,15:58
2292,Atacama,46224.0,0.672222222222222,"SENAPRED: EVITE rivera del Rio Copiapo por crecida, comuna de Tierra Amarilla",Comuna de Tierra Amarilla,Preventivo,Inundación,2026-07-21,2026-07-21 16:08:00,Meteorológica,Inundación,21/07/2026,16:08
2293,Coquimbo,46224.0,0.677083333333333,"SENAPRED: EVACUE ribera del Rio Quilimari por desborde, comuna de Los Vilos",Comuna de Los Vilos,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 16:15:00,Meteorológica,Inundación,21/07/2026,16:15
2294,Coquimbo,46224.0,0.761805555555556,"SENAPRED: EVACUE sector Coyuntagua Sur y Norte por crecida de Rio Choapa, comuna de Illapel",Comuna de Illapel,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 18:17:00,Meteorológica,Inundación,21/07/2026,18:17
2295,Coquimbo,46224.0,0.763194444444444,"SENAPRED: EVACUE sector Tunga Sur y Norte por crecida de Rio Choapa, comuna de Illapel",Comuna de Illapel,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 18:19:00,Meteorológica,Inundación,21/07/2026,18:19
2296,Coquimbo,46224.0,0.765277777777778,"SENAPRED: EVACUE sector Mincha Norte y Sur por crecida de Rio Choapa, comuna de Canela",Comuna de Canela,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 18:22:00,Meteorológica,Inundación,21/07/2026,18:22
2297,Coquimbo,46224.0,0.767361111111111,"SENAPRED: EVACUE sector Huentelauquen Norte y Sur por crecida de Rio Choapa, comuna Canela",Comuna de Canela,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 18:25:00,Meteorológica,Inundación,21/07/2026,18:25
2298,Coquimbo,46224.0,0.834027777777778,"SENAPRED: EVITE ribera de estero Camisas por crecida, comuna de Salamanca",Comuna de Salamanca,Preventivo,Inundación,2026-07-21,2026-07-21 20:01:00,Meteorológica,Inundación,21/07/2026,20:01
